geneName	SKG_rep3
Bbs5	4
Serpina9	0
Slc9a3r1	22418
A230107N01Rik	0
Ak8	1
Ctsw	12449
Eya4	0
Adam9	0
Mir669a-4	0
E230025N22Rik	0
1500011B03Rik	2294
1110006O24Rik	127
B230112J18Rik	0
Gm6559	0
A730006G06Rik	0
Gm38403	0
Omt2b	0
Fst	0
1700020A23Rik	0
Tnrc18	1190
Pogz	1965
Mir6400	0
Ubtfl1	0
Med13	464
Kbtbd3	537
Chrna2	395
Serpinb13	0
Slc5a4b	1
4921517D22Rik	0
4930509J09Rik	0
Klhl15	327
Ssr1	8566
Megf11	1
Oas1h	0
Dyrk1a	957
Pfas	3164
Tdpoz7	0
Asap2	1
Olfr1428	0
Snhg9	4
Adsl	9136
Tcea1	5578
Pald1	1
Klrc2	0
Psd3	0
Sesn3	1764
Tktl2	0
Tc2n	0
Vmn1r22	0
Vmn1r30	0
Vmn1r4	0
Vmn1r5	0
Sh3bgr	0
Zmiz2	3100
Tctex1d1	0
Tex43	0
Cep192	2113
H3c1	0
Gipc1	3610
Anapc11	1761
Prr27	0
Arhgap21	0
Cntd1	0
Fam92a	1661
Spata16	0
Art2a	1056
Wscd1	2
Gm13212	8
Zfp474	0
Ppp2r3c	1950
Chst12	820
Gbp9	2347
Gm16576	0
Ace2	0
Pak3	0
T2	2
Cyp2c70	0
E430018J23Rik	1391
Vnn3	0
Scamp4	5341
Spty2d1	28
Pop5	4198
Dynlrb1	3057
Gm13034	0
Zfp668	4963
Rpn1	20216
Olfr1440	0
Olfr237	0
Mab21l3	0
Ralgapa1	2750
Zc3h12c	40
Cpne5	0
Bnip1	980
Eepd1	0
Zfp711	0
Triml1	0
Ppp1r3b	2162
Zfp507	443
Vezf1	71
Msi2	37
Deup1	0
Golga7b	0
Krt83	1
Kcnmb3	0
Mucl1	0
Ppard	2
4833417C18Rik	0
Tgm4	0
Gm6402	144
Gm14207	0
Actr10	6216
Olfr1434	0
Olfr1441	0
Olfr76	0
Olfr1424	0
Prim1	422
Igdcc3	20
1700030J22Rik	0
Il1f6	0
Zbed3	1622
Elf3	0
Cog5	986
Gm11538	0
Tha1	152
Pfn2	0
Omg	0
Myocd	0
Ccnb1ip1	0
Yeats2	3500
4930567J20Rik	0
Gm5936	0
C230079O03Rik	0
Smr3a	0
Smpd1	2025
Smn1	1347
Mgat3	0
Meox1	0
4930500L23Rik	0
4930563F08Rik	0
Ist1	13889
Arpc5l	9552
1110059G10Rik	606
Sec22b	5705
Chst2	2556
AV064505	0
C030013C21Rik	0
1700100I10Rik	3
Timd2	0
Kif26b	0
Loxl4	0
Zyg11a	0
Gm19557	0
Mir3107	0
Mir3104	0
Rbks	255
Adrm1	10925
Ren2	0
Slc51a	0
Mir7068	0
Gm20605	135
Panx1	7406
Gm5737	2
Sertad2	3943
Ubox5	683
Rnf128	2
Tfap4	135
Atic	64
Taf11	1922
Vmn1r231	0
Spata48	0
Olfr10	0
Frem2	0
Cebpd	2
Mir8116	0
Kat7	4896
Ippk	2005
Unk	938
Kyat3	1
Prdm4	508
Gng4	0
Prmt2	3630
Aadacl4fm4	0
Vmn1r194	0
Tcf7	33296
Eif4e	11020
Dmbx1	0
Supt7l	2099
Krt19	0
Ralyl	0
S100a1	0
Czib	508
Olfr1276	0
Olfr1278	0
Olfr1279	0
Olfr720	0
Olfr1058	0
Olfr1323	0
Olfr1350	0
Gne	1420
Cdh3	641
Olfr816	0
Olfr822	0
Olfr815	0
Mir1264	0
Tmem45a	0
Neo1	0
Npr1	0
Evc2	0
Cdh15	1
Hif3a	0
Wasl	2723
Gm4894	0
Pik3ca	2877
Larp4	2733
Sycp3	0
Ube2k	2093
Plrg1	6559
Vmn1r155	0
Mir3073a	0
Mir3070a	0
Mir3069	0
Tmed3	1284
Tspan13	12098
Rpl7a	8010
Ccl24	0
Lsm7	1507
Cxcl14	0
Morf4l1b	254
Tarbp2	1068
Slc35f3	1
Ubl3	3903
Angpt2	0
Gm12911	0
Aifm3	0
Golim4	25
Usp8	6194
Abi3	2234
4930428G15Rik	0
Nedd4l	9
Gm4301	0
Gm4312	0
Triqk	0
Hectd3	6471
Cnot2	9643
Ms4a19	0
Mir7069	0
Mblac2	0
Brd8dc	0
Cplx3	0
6330410L21Rik	0
Spn-ps	0
E330017L17Rik	0
Cdx1	0
Klf12	631
Gm364	0
Arpc1b	32202
Gm33337	0
Tph1	0
Ndst3	22
Prdm11	504
Cyp2j12	0
Mau2	6628
Dlx1	0
Ltbp4	0
Mymx	0
Gm8989	0
F630028O10Rik	0
Slc13a5	0
Mir6401	0
Stx6	5544
Spatc1	0
4930524O08Rik	0
Ociad1	7421
Rims4	0
Thada	1859
Slc5a4a	0
A630001G21Rik	395
Timm8b	992
Clec4f	0
Gm33517	0
Gm16527	0
Gm8883	0
Krt31	0
Trhr2	0
Tppp2	0
Asxl3	0
Ift122	750
Bcl11b	1813
OTTMUSG00000016609	0
C87977	0
Il1a	0
Zfp600	0
Exosc8	2627
4930480E11Rik	0
Rmnd1	0
Sstr5	0
Gm6408	0
Gm5072	0
Rhox3e	0
Gm8300	0
Gm4027	0
Lsm10	560
Vmn1r111	0
Mpst	106
Marcks	894
Zfp970	0
Itga10	1
Ciz1	8972
Chd1l	2808
1110058D11Rik	0
1700026J14Rik	0
4930517M08Rik	0
1700027F09Rik	0
Sult3a2	0
Fgr	641
Spata31d1a	0
BB287469	0
Zfp616	0
H2al2c	0
Sult2a5	0
Ccn2	0
Gm3402	0
Lancl1	8262
4930595D18Rik	0
1810063I02Rik	0
Gzmm	0
Tm4sf20	0
Dhh	1
Gm11549	0
Krt79	0
Phf11c	0
Prdm15	548
Cldn24	0
A130010J15Rik	69
Zglp1	241
Spdya	0
Lor	0
Rilpl1	0
1700120K04Rik	0
5430405H02Rik	130
Mir706	0
Sh2d6	0
Dcaf1	1336
Tyro3	3
Cks2	1500
C530044C16Rik	0
4930471M09Rik	0
4933407G14Rik	0
Ttc32	322
C4bp-ps1	2
2900093K20Rik	163
2900052L18Rik	0
Tas2r119	0
Tas2r105	0
Edem1	17368
Ubr1	3937
Htr5b	0
Olfr1264	0
B3gnt7	0
Dok4	1
Serpinb9b	0
Mmd2	0
Lim2	0
Tubb4b	12072
Mgat5b	0
Slc39a7	8571
H1f0	1836
Gzmk	0
Cyp26a1	0
Axin2	0
Cd300lf	0
Krt12	0
Krt10	348
Kcnab3	0
Acaa1a	1989
Akr1d1	0
Cox6c	3159
Chrac1	1159
Clca3a2	0
Zfp524	1
Olfr907	0
Olfr905	0
Olfr906	0
Olfr902	0
Olfr904	0
Olfr878	0
Olfr1502	0
Olfr1499	0
Olfr812	0
Olfr1263	0
Olfr1271	0
Olfr1246	0
Olfr1248	0
Olfr1238	0
Olfr1230	0
Olfr1245	0
Olfr920	0
Olfr914	0
Olfr916	0
Olfr26	0
Olfr922	0
Olfr715	0
Olfr196	0
Fezf2	0
Rfc5	4771
Ace	0
Rbm18	2974
Gm7457	0
Mib2	1253
Adamtsl5	0
Chtf18	1139
Galnt7	1055
Fcgr4	0
Clec2d	157
St3gal3	2890
Gm10857	0
Vmn1r175	0
Vmn1r127	0
Vmn1r129	0
Vmn1r160	0
Mir8093	0
Gsx1	0
Olfr444	0
Olfr441	0
Zfp352	0
Olfr435	0
Olfr418	0
Olfr1166	0
Olfr1160	0
Olfr1154	0
Olfr152	0
Olfr1158	0
Olfr1163	0
Olfr1155	0
Olfr1164	0
Olfr1153	0
Olfr1138	0
Ciao2b	1740
Srgap3	28
Tnfrsf19	636
Mir505	0
Gm38999	0
Gm42372	364
Mir215	0
Pex12	813
Fam172a	5464
Vinac1	0
4930459L07Rik	0
Ass1	0
Rptoros	0
Commd7	2487
Fkbp6	0
Cnnm4	53
Mdga2	2
Gm5420	0
Cdc42	26638
Gm4737	265
Eif4g1	7613
BC048559	0
9030616G12Rik	0
4930521O17Rik	0
Ncoa4	1717
Gm5083	1
Gm16551	0
3110056K07Rik	629
Gm28178	0
Gm29678	0
Gm28856	0
Cnbd2	64
Wdr19	0
4930442J19Rik	0
Gm11992	0
Nudt10	0
Gm20868	0
Tgm5	0
Ildr2	0
B230312C02Rik	0
Tcte2	0
Eaf1	5686
Aars	1783
1700041C23Rik	0
Rpl10l	0
Naf1	410
Tmbim6	5846
Cpne4	0
Dgkeos	218
Mir7646	0
Mir8099-1	0
Mir8096	0
Rmnd5b	6935
Prr13	9052
Dnase2b	0
Zfp759	1
Cyp2t4	0
Mfsd4b1	0
Gtf2a1	1729
Usp26	0
Tdrd1	0
Rhbdl1	1
Gbgt1	0
Rab40c	495
H2-T24	579
4930540M03Rik	0
Olfr66	0
Gm17634	0
E130218I03Rik	0
Prr12	295
Tmc5	0
Sco2	9
Garem2	0
Skint5	0
Dalir	0
Cuzd1	0
Hikeshi	1661
Phkg2	1461
Tmem256	542
Ptpa	6135
Gucy2c	1
Rpl14-ps1	105
Lcn9	0
Jph3	0
1700019N19Rik	0
Calb1	0
1700016K19Rik	0
Cul1	7213
Mir7070	0
Kcne3	0
Aurkc	0
Fpr3	0
Il18rap	0
Clec2g	28
Cisd3	287
Zfp704	4
9130015A21Rik	0
Edc4	6740
Bpifa2	2
Nrde2	9
Gm10352	0
Gm20611	0
0610043K17Rik	0
Mir7026	0
BC048602	0
Gm20740	0
Serpinb6c	0
Col6a4	0
1810062O18Rik	2
Zfp874a	0
Spata31d1d	0
S1pr5	0
Zfp330	7986
Mir7072	0
Maff	1
2700038G22Rik	854
Dpf2	11752
Ube2d2b	0
Cks1b	2028
Apoc3	0
Abcb10	318
Uba2	13178
Psg16	0
Atxn7l1os2	0
Skap1	40578
Arhgef18	1400
4930511E03Rik	0
Kcnh2	253
Gm13490	0
Amtn	0
Pi15	0
Samd14	0
BC016548	0
Zkscan16	0
Sall2	3043
Nicn1	0
Tmsb15b2	0
Galnt2	2500
Hipk3	2615
4933400B14Rik	0
Usp40	963
Mir6902	0
Mir6901	0
Mir6900	0
Rassf6	0
Ttpa	0
4933407L21Rik	0
Pla2g10os	0
Kif9	0
Arhgef15	0
Vmn1r176	0
Vmn1r39	0
Vmn1r34	0
Vmn1r173	0
Zfp935	2
Rnf217	0
Agbl4	0
Clk1	6933
Mir466	0
Gm3137	0
Cenpt	1927
Lypd6	0
Gm20063	0
2610035F20Rik	0
Hbb-bh2	0
Gpx4	5085
Il3ra	61
Ndufa4	5462
Nfatc2ip	95
Snhg12	214
Rasal3	30672
Krtap4-8	0
Nudt22	1761
Vps33a	3874
Gm17644	0
Gm1993	0
Marchf10	2
Zfp977	0
1810013A23Rik	0
5430428K19Rik	0
Wdr74	3382
Aoc3	0
Anxa5	9943
Cebpg	5604
B230217O12Rik	1
Vmn2r16	0
Relt	396
Tmem69	310
Skint11	0
Ttc17	3873
Arhgef26	0
Eef1akmt4	257
Mcoln1	4681
Dnajc5g	0
Ly6k	266
Sat2	0
Ptms	450
C1qtnf3	0
Cldn23	0
Abcc3	0
Galnt12	5665
Abhd17b	836
Tmem119	0
D030025P21Rik	0
Snord123	0
Poldip2	4738
1700001G01Rik	0
4930539C22Rik	0
Gm16386	0
Asic1	0
Gm13278	0
Gm2002	0
Iqsec2	0
Npas2	0
Gm5592	0
Sec1	0
Sprr2k	0
Sprr2i	0
Sprr2e	0
Sprr2b	0
Il4i1	0
Fhl3	2
Pign	521
Asxl2	7085
Pdp2	355
Rpp21	1265
Sfr1	4486
4930447M23Rik	0
Elk3	18979
Gm4302	0
Tex11	0
Sdr16c6	0
Erich6	0
Oas1b	0
0610040F04Rik	0
1700034K08Rik	0
4930568E12Rik	0
1700003M07Rik	0
Prl7a2	28
Cnot8	5727
1700027I24Rik	0
Rbp3	0
Pias1	3694
Foxl2	0
Ttr	0
Gm20744	0
Kmt2c	3438
Olfr311	0
Olfr313	0
Olfr1370	0
Olfr1368	0
Olfr1367	0
Olfr1170	0
Olfr1168	0
Gm11554	0
Map2	3
Mt4	0
Mt2	0
Msi1	0
Msh2	8843
Meis3	3582
Mrc2	1
Rack1	21975
Gnb1	23316
Itgae	0
St8sia2	0
4930522P08Rik	63
Crot	1665
Cd3d	24799
Myo1h	0
4930539M17Rik	0
Mthfd1l	9672
Gpsm1	2356
4930455H04Rik	0
Rc3h2	1234
Gm16222	0
Mapk3	484
Ppie	13191
Adam23	0
Rab26os	0
1700097N02Rik	393
Btbd35f27	0
Zfp939	0
Fndc1	0
Oaz1-ps	0
Mir669d-2	0
D830030K20Rik	0
Dcun1d2	4691
Ddx42	11423
Tmem186	809
Heatr9	0
Vmn2r117	0
Astn1	0
Uhrf1bp1	0
Cops2	1782
Pus7	2122
Mxra7	0
Nfkbie	757
Dagla	0
1700047M11Rik	0
Ppp1r10	1669
Acot13	922
Nacc1	4116
Cntnap2	0
Tmem114	0
Atg10	436
Fcor	1
Col6a2	1
Pla2g2d	439
Gstm3	1
Hes1	0
Pnn	9028
Gas2	0
Gas1	0
Gap43	0
Galr1	0
B4galnt2	0
Sod3	0
Sod1	166
Cib2	0
Tsfm	1120
Commd5	942
Dynll1	11039
Ccdc82	4076
Myl12b	10854
Ncs1	1
Prelid3b	3821
Nub1	3231
Srp19	1653
Ccdc173	1
Zfp991	0
Atp2a2	6191
Hotairm2	0
4930415O20Rik	0
Oit1	0
Snx5	7909
Serpina12	0
Eef1akmt1	757
A830019P07Rik	0
Ccdc175	228
Tshb	0
Agbl1	0
Mir7074	0
Creb5	0
E130309D02Rik	9666
Cd99l2	2
Dgkz	57015
Olfr124	0
2900079G21Rik	786
Gm2694	0
Trmt11	1150
Sulf2	1
Padi1	0
Svs6	0
P4ha1	2935
Pde3b	0
Mapk13	0
Acsm3	0
Lhx4	0
Nek2	0
Traip	203
Map3k1	1152
Map2k6	646
Lypla2	9198
Decr2	1282
BC037156	0
Mir6361	0
1600019K03Rik	0
Ugt2b34	0
1700037H04Rik	3454
Marco	0
Ccnl1	15109
Ccdc159	0
Ptpn4	803
Gm20187	0
Muc5ac	1
Hecw2	0
Slc39a10	2734
Trim66	0
Nek7	2947
Kif14	1
H2ax	8119
Gm14139	0
Moap1	1
Usp33	1660
Krt222	0
Nfkbia	6127
Ecrg4	0
Ndufaf7	1600
Cdk20	10
Apbb3	2805
Prdm12	0
Hsd3b4	0
Gm24148	0
Hsd17b1	514
Lin7b	0
Clpp	1697
Fam126b	5
Zfp94	50
Hba-a1	0
Has3	0
Hars	3405
Meak7	1819
4930481A15Rik	2
Mir7075	0
Ccdc122	0
Rnf7	3814
Itih3	0
Prl7b1	0
Malsu1	1155
Krtap9-3	0
Pmf1	1281
Prr29	0
Acyp2	157
Capsl	15
Sgf29	2304
Ccdc103	0
Qdpr	324
Cfap161	0
Rcc1l	1246
Mycbpap	0
Olfr134	0
Olfr133	0
Mir3473d	0
Vmn1r143	0
Lce1j	0
Ermap	3
Snord88a	0
Tmprss3	0
Gm14496	0
Scgb1b19	0
Spryd7	35
Socs3	0
Socs2	3
Cirbp	5918
Elovl3	0
Snora70	116
4930523C07Rik	417
Polq	2
Gnl1	5134
Msantd4	2138
Zfp386	3812
Syce1l	0
Sqstm1	18608
Rtkn2	2
Atp6v0c-ps2	0
Mir3068	0
Sltm	6094
Psma8	2
Gm2004	0
Cd209f	0
Vipr1	1
Hemk1	532
Alg9	704
Gm20865	0
Tti2	364
Gm26688	0
Mettl25	106
Dnaja4	0
Gm11681	0
Dtl	409
Itih1	0
Acadm	2936
Trim14	74
Cyp4a12b	0
Hsbp1	6337
Srsf11	18708
Slc36a4	2860
Spink6	0
Csrnp1	251
Krt72	0
1600010M07Rik	0
Gfod1	1
Krt26	0
Trim40	0
Bcorl1	0
Nhlh2	0
Srrm2	25293
Cnot3	4446
Ddr2	0
Sp5	0
Cyp4f14	0
Cep72	12
Gm10069	19
Themis	5618
Mir7076	0
Rnf8	315
Ncstn	3707
Ctrcos	0
Glt8d1	1356
Arhgef12	5
4930528D03Rik	0
Epm2a	0
Sim1	0
Cmbl	0
Olfr357	0
Olfr360	0
Olfr308	0
Olfr292	0
Vmn1r198	0
Vmn1r215	0
Gm10408	0
Il33	0
Bcas1os2	0
Nkap	1559
1700016D06Rik	0
Fpgs	19
2310009B15Rik	90
Syt15	0
Fkrp	124
Ermard	1213
Lrit2	0
Vmn1r12	0
Nppb	0
Lrit3	0
Fer1l6	0
4930452B06Rik	0
Zfp334	0
Bop1	9581
Prkx	1499
Apoh	0
Apoa2	0
Acbd4	3097
Tgfbr3l	267
Mir129b	0
Rpsa	38196
Sox14	0
Sox12	0
4930507D10Rik	0
4930459C07Rik	0
Zbtb34	3
Sirpb1b	0
Xpr1	610
Mcc	272
Pkn2	1979
2210406O10Rik	0
Pfkp	32124
Mir6961	0
Gjb2	0
Olfr985	0
Olfr982	0
Olfr1341	0
Vmn1r41	0
Vmn1r46	0
Vmn1r40	0
Nr4a3	620
Pigw	3
Cactin	6864
Fuz	537
Nudt16	909
Atp11b	14583
Mxd3	253
Ahcy	372
2210039B01Rik	0
Gm20257	400
Gm16497	0
Pmp22	0
Smg9	2299
Mlph	672
Adap1	0
Ube2v2	660
Ndufb3	1180
Mrpl51	1366
Fam136a	4812
Exoc2	5547
Lonrf3	0
Spag17	0
Lgals6	0
Shisa8	0
Usp44	3005
Myl3	1
Sec61a2	1020
H4c14	0
Pcdhga10	0
Pcdhga7	0
Olfr1013	0
Olfr130	0
Olfr203	0
Olfr889	0
Olfr891	0
Coq6	1862
Acot6	177
BB031773	0
Mppe1	2777
Fam166b	0
Atp1b3	13794
Acss2os	0
Gm19522	0
Kantr	1018
9530051G07Rik	0
Olfr1416	0
Ms4a12	0
Tmtc3	1300
Ppp2r2a	11152
Gm5150	0
Scnn1b	0
Ugcg	4071
4833420G17Rik	11064
Gatm	0
Taf9	4735
Ovca2	1343
Iqcf3	0
Itln1	0
Tsacc	89
Malat1	165715
Pacrg	0
Znrd1	1614
Yipf5	2288
1700123O21Rik	0
1810034E14Rik	771
Trappc3l	0
Ctxn2	0
1700110C19Rik	0
Dpm1	479
Slc3a1	0
Timm17b	3115
Dvl2	4302
Epha5	0
Epha4	0
Utf1	0
Nbl1	0
Fam189b	4715
Lhx1os	0
Polr3a	1406
E2f1	2
Neurog2	0
Gxylt2	0
Zfp300	0
Krtap1-5	0
Olfr347	0
Olfr351	0
4933428M09Rik	0
Ankrd13c	2282
Ltf	0
Rnase4	0
Pim1	889
Olfr544	0
Vps13a	968
Ankmy1	0
Olfml2b	0
Olfr495	0
Olfr19	0
Olfr958	0
Olfr186	0
Arxes1	0
Aagab	2883
Snrnp35	413
Natd1	6826
Fxyd1	0
Madd	1242
Taok2	2016
Tdgf1	1
Ndufa6	898
Wdr38	0
Frmd8	12541
Pinc	0
Rnf11	5225
4930519F24Rik	0
Ccl21b	0
Cryaa	0
Hapln1	183
Cr1l	2746
Elmod3	1399
Ccr2	203
Ccr3	0
Ccr9	2648
Dnah17	527
Fam71d	0
2410022M11Rik	212
Dhrs13os	0
Mrpl40	2701
Mir509	0
Mir467d	0
Mir467c	0
Mir466f-3	0
Mesp1	0
Lgals4	37
Nr1h3	501
Mterf4	906
Plat	0
Ptgfr	0
Ptger2	0
Ptgds	0
Top3a	1480
Casq1	0
Zfp750	0
Pced1a	1418
Gm3336	0
Krtap20-2	0
Gm14434	0
Pira2	0
Zmym4	28
Fam151b	0
Pira4	0
Dok6	0
Dnaja3	4409
Osgepl1	437
Rimbp3	631
Acta1	1
Fam174c	588
Casz1	0
Gm6607	0
Olfr856-ps1	0
Olfr947-ps1	0
BC025920	4
Gm33104	0
Cdc7	2207
Arxes2	139
Lrp2bp	0
Selenon	1
Elovl5	6643
2500002B13Rik	1
Ank2	1
Tusc3	6698
Apold1	0
Gm14548	0
Serinc4	0
2610307P16Rik	1065
Xab2	9567
Vat1	338
Ihh	0
Arl13b	298
Myh9	5510
Mir466j	0
Mir466f-4	0
Mir669f	0
Mir669d	0
Gpr142	0
Clint1	14184
Nptx2	0
Mir9-3hg	0
4930423M02Rik	0
Cysltr2	1
Scarna6	0
Scarna3a	0
Snora20	21
AF357359	0
Taf12	4206
Fcmr	0
Rhox11	0
Oaz1	0
Mir8098	0
Letm1	9300
2410021H03Rik	0
D130009I18Rik	0
2810403D21Rik	0
Malrd1	0
Gm14812	0
Mir3066	0
Skint1	0
Trim12a	0
Reps1	331
Gm15881	0
Samt1b	0
EU599041	0
Gml	0
Tkt	13177
H2ap	0
4933402N22Rik	0
Olfr743	0
Gm6588	0
Defa30	0
Zfp182	703
Surf6	2018
Terf2ip	4429
Atp5j2	2702
Angptl4	967
Cxcl13	0
2810021J22Rik	1440
Mir6372	0
Mir6374	0
Mir6373	0
Cant1	3073
Mir669a-11	0
Olfr1213	0
Ecd	5771
5730455P16Rik	2882
Tmem160	3479
Abo	0
Tmem82	0
Fam83f	1
Gm6639	0
9130227L01Rik	0
Mir1906-2	0
Ache	0
Egr3	624
Gm20300	1
Kbtbd8	2468
Mlh3	1183
Gm21761	0
Usp10	6726
Morf4l1	8909
Pla2g15	185
Taf5l	2706
Elof1	2174
Nod1	48
Sln	0
Brsk2	0
2610002M06Rik	1474
Bcas2	4368
Qtrt2	1209
Adgrg5	988
Parp10	398
1700016H13Rik	0
Mapk4	0
Pggt1b	1526
Uchl1os	1
6030469F06Rik	0
Col6a3	2
Glg1	3050
Tmem131	5472
Olfr1101	0
Olfr1085	0
Olfr1022	0
Gpr132	57
Olfr1023	0
Olfr1018	0
Glrp1	0
Adam12	686
4930431P03Rik	0
Gm20337	0
C1qtnf5	0
Tspan31	639
Ovol1	0
Tbc1d10a	1814
Plekhd1os	0
Arl1	3103
Cfap53	0
Arl13a	0
Gemin2	4
Scarletltr	0
Capn13	0
Cdip1	5420
Slc25a27	0
Mir6903	0
Neurl1a	0
Gins1	4
Dbt	1560
Eif1a	6460
Ehd1	1275
9530053A07Rik	0
Neurod4	0
Adamts15	0
Mir1912	0
Rufy4	0
1810008I18Rik	0
Snora75	0
Herc3	1
Mir6899	0
Tlcd5	0
Gm4565	0
Rnf6	3836
Slf1	3
Coa3	1660
Bcas1	1
Nup62	7605
Zscan10	0
Rnd3	0
P2ry13	0
Gbe1	625
Cox4i2	0
Ankrd40	2701
Prrx2	2
Adat3	424
Pip4p1	1504
5031425F14Rik	0
Psmd6	7307
Vmn2r82	0
Vsig8	0
Sec16b	1
Gm24572	0
Psmd1	12238
Gm17019	0
Ncoa5	11430
Olfr98	3
Rskr	0
Atp1a4	0
Spns3	678
Pnrc2	3387
Snrnp48	1361
Lancl3	0
Tdpoz4	0
Tdpoz3	0
C1ql2	0
Plac9a	0
Cd300e	0
Mir3961	0
Vopp1	1850
Stk33	0
Tmprss11f	0
4930568D16Rik	3
Mir3544	0
4930405A10Rik	0
Gnptg	944
Tssk2	0
Tssk1	0
Ctr9	2535
Gstz1	322
Tmem30c	0
Naa40	6865
Ubqln5	0
Efcab8	674
Mir3072	0
Mir3099	0
Myo7b	1
4930539N22Rik	0
A930002C04Rik	0
Mir466e	0
Gria1	1
4931419H13Rik	0
Cd300ld5	0
Prdm9	1
Pnp2	3
Ftsj1	2215
Pcgf1	223
Emc10	14738
Trim37	369
Rdh5	1
F630042J09Rik	0
Cbfb	24252
Slitrk2	0
4930480G23Rik	0
Bri3bp	839
Ptpn2	9625
Pou3f2	0
Dffa	3373
4930565D16Rik	0
Gm10745	0
Gm20752	0
Abcb1b	0
Dtymk	2371
Sult1e1	0
Hmgb4	0
Cck	0
Dnajc24	1246
Vmn2r11	0
Tmem35b	209
Gm15941	0
Mrtfa	1895
Pla2g12b	0
Pmel	183
Trim54	0
H2-Q1	450
Anxa10	0
Cyp2b10	0
Ceacam14	0
LOC100862268	0
BC061195	0
Ccdc166	82
Gm15787	0
Blvrb	0
Mospd2	3
Abi3bp	0
Ints6l	1388
Gm6803	0
A730046J19Rik	0
Nphp1	0
Snora15	0
Cldn11	0
Mir1930	0
2700054A10Rik	0
Lrig1	2076
Frrs1l	2
Ywhaq	9107
Ywhah	15208
Igfbp5	0
Igfbp4	38593
Anxa11	414
Lime1	4819
Gm9839	0
Foxj3	870
Sall3	0
Igfbp2	0
Olfr1423	1
Olfr1427	0
Gm13288	0
C1qtnf12	595
Mir7039	0
Abcd3	2708
Gm2848	8
Gm10445	0
Cchcr1	76
Kcnn3	1
Ppp1r3a	0
Zdhhc14	6
Mir669j	0
Ccdc172	0
Lsm14b	190
2310081J21Rik	0
Vmn2r98	0
Vmn2r97	0
Shank2	0
Pde6c	0
Usp43	0
D3Ertd751e	705
2810405F15Rik	0
Cer1	0
Celsr1	7
Cdk8	1310
Grip1os1	0
Gpr39	0
Rpl23	4038
Izumo1r	19588
4933412E24Rik	0
Ctdspl	0
Zfp940	0
Grip1os2	0
Xirp2	0
1700064J06Rik	0
Ccdc112	0
Rps6ka2	1
Nr1i3	0
1700042G07Rik	0
Nfx1	9093
Ivns1abp	21833
Cyp4a29	0
Hoxb1	0
Hoxa4	0
Defa39	0
Rexo5	806
Kpna3	6152
Tk2	1219
Nmnat1	1757
Wdr11	4
Ccdc201	0
Zfp260	1092
Itga4	1895
Mir6959	0
Eme2	3105
Zfp2	0
Sp7	0
5730420D15Rik	0
Mir6913	0
Mir6922	0
Clhc1	0
Cotl1	59722
Degs2	743
Cdhr5	0
Adra1a	1
Tmod4	510
Rapgef2	404
Med26	1627
Ankrd24	0
Prf1	45
Cyp7a1	0
Gm10814	1
Defb30	1
Gm14634	100
Polr1c	1428
Csf1	0
Cryge	0
Epx	0
Scn10a	0
Ly6a	352
Slc17a5	560
Alad	1575
Arfip1	5523
Snora26	0
Kdsr	1479
Gm6902	0
Gm5084	0
1700056E22Rik	0
Itpripl1	2030
Tmem200b	0
Cldn34d	0
Nlrx1	198
Gm4814	0
Aadacl2fm3	0
Sypl2	0
Myt1	1
Tbc1d25	3193
Cacna1e	2
Gm10228	0
Gm19345	0
S100a2	0
Hbb-bs	0
Armcx4	347
Gm20878	0
Rtl8c	42
Gm572	0
Ankrd50	1762
Prss41	0
Tbx1	0
Scrib	3624
Septin11	9496
Poldip3	9958
Hmx3	0
Gm16291	0
Rbak	156
Kif19a	0
Slfn8	284
Cyp17a1	0
Gmcl1	7988
Cpxm2	0
Nmu	0
Olfr223	0
1700096J18Rik	0
6530411M01Rik	0
4930583K01Rik	0
Virma	5698
Ccn1	93
Igf2r	2574
Pdpn	0
Kif11	7
Khsrp	2068
Zc3h7a	6918
1700012I11Rik	0
Hsdl2	5990
Naxe	1758
Cyp2a12	0
Acsl6	0
9530026F06Rik	0
Mup14	0
8030443G20Rik	0
9330162012Rik	0
Bckdhb	72
Tas2r130	0
Tas2r110	0
Ppp1r37	689
Myo18b	0
Tmf1	4760
Slit2	0
Rhoa	24342
Krt16	0
4933436H12Rik	0
Elmo1	9775
Gm5128	0
Megf9	3
Gba2	7686
Opn3	1
Fcer1a	0
Fbrs	722
Ppbp	0
Dut	3606
Tfpi	385
Grin2c	0
Msc	0
Atp8b3	0
Tmem89	0
Smpd3	0
Mccc1	3099
Olfr628	0
Olfr666	0
Olfr676	0
Olfr606	0
Olfr558	0
Olfr561	0
Olfr568	0
Olfr572	1
Olfr585	0
Man2b2	189
Man2a1	1173
Bicd1	72
Rbl1	3074
Rwdd2a	297
Ovol2	0
Olfr1325	0
Olfr190	0
Olfr1277	0
Erp27	67
Trim7	2
Bmp2k	168
Golt1b	1317
Swsap1	509
Eef1b2	5189
6330415B21Rik	0
F420014N23Rik	64
Atg4c	0
Parp4	347
Aqp1	0
Sfi1	1646
Lce1l	0
Gclc	2784
Lce1a2	0
Bet1	1039
Lce1c	0
1110028F11Rik	0
Gm16894	0
Pml	1786
Tspy-ps	0
2210010C04Rik	0
Fam170a	0
BC051226	0
Ift43	0
Tigar	667
Synm	0
Ticam1	3
Cdh22	2
