geneName	BALBc_rep3
Mir6976	0
Pan3	2053
4930550C14Rik	25
Cobll1	1759
Tmsb15a	0
Prl3c1	0
Dguok	2350
Rpl3	29730
Cntn6	1
Ap1ar	3391
Barhl1	0
Fmn2	1
Srfbp1	4966
Actrt2	0
Ccdc30	507
Myl12a	14651
Stard3nl	2026
Xaf1	546
Kansl2	9999
Otub1	3857
C2cd5	10754
Capza1	16009
Asap1	7177
Alyref	7063
Prkacb	11121
A630077J23Rik	0
Scyl2	2949
1700095B10Rik	0
Gm12505	0
Fhad1os1	0
Rgs19	6131
LOC100125594	0
AY702102	0
Ctbp1	13073
Txndc16	1501
Oxt	0
Mfap2	140
Strit1	0
Ncor2	1232
Slxl1	0
Avpr1b	0
Gm20556	0
4930452N14Rik	1
Fam229a	0
Skint3	0
Ckm	17
Ncan	0
A830082K12Rik	0
Ablim2	145
Fgf1	0
Armt1	1845
Ncbp3	4134
Slc15a3	0
Ccnc	3162
Atp2a3	16688
2810004N23Rik	4002
Rwdd1	4325
Grtp1	609
Podxl	0
A330076C08Rik	1
4930532M18Rik	0
Zfp617	637
C1ql1	0
Bpnt1	767
Ube3a	5490
Ubb	103841
Tyr	15
Nob1	7181
Med21	2072
Sostdc1	0
Ftsj3	11958
Gdpd3	121
Tjap1	2561
Mrps7	4283
Stau2	375
Paqr5	0
Mir6940	0
Mir6939	1
Mir6942	0
Clasp1	2630
Rbm10	10128
Mrgprd	0
Slc41a3	323
Flot2	3872
Ccnyl1	77
Ecm1	9262
Cd82	12979
Anks1	1291
Syt6	10
Gm20609	0
Dnmt3a	5472
Mpv17l	57
Pde4dip	1966
Pomgnt2	0
Mir6406	0
Ankrd10	21703
4930504C09Rik	0
Nsg1	0
Prkar1b	2
Tmem159	0
Thumpd1	8553
Brdt	14
Adgrv1	1
Ctu1	1841
Cpa5	1
Ube2m	2170
Ccdc136	10
Mrps35	2149
Gpr84	0
Eva1a	0
Pcdhgb8	18
Znf41-ps	24
Tmem141	22
Rsph6a	0
Thy1	11
Thrb	88
Thpo	0
Adam17	8128
Prap1	0
Uox	0
Patl2	195
Tmem86a	911
Plce1	0
Gpr21	0
Olfr518	0
Olfr420	0
Olfr1340	0
Aknad1	0
Pde2a	35648
Rhbdf2	1165
Mtmr11	106
Rps27l	2987
Ppa1	3691
Mfap3l	0
Ifi30	67
Cpvl	0
Nipbl	5314
Rbm12b1	543
1700029P11Rik	0
Defa29	0
1810012K16Rik	0
Ascl5	0
Nox4	0
Eral1	2335
Insm2	1
Nqo2	259
4930526I15Rik	412
4930511M06Rik	0
1110038B12Rik	872
1110020A21Rik	23
Angel2	5517
Cpeb3	2
Armh3	785
Dhx30	9486
Marchf1	0
Efemp2	230
Mmaa	334
4933406K04Rik	0
Npy4r	0
Raet1b	0
Gpr12	0
Cstf2	5428
Hap1	2278
Gabra6	0
Ugt1a1	0
Ormdl2	560
Tec	3040
Tom1	660
Sgpl1	3133
Ang5	0
Hvcn1	505
1700109H08Rik	80
Nmrk2	6
Pi4k2b	800
Rtn4ip1	820
Sdr42e1	167
Ahctf1	2606
Stk31	0
Ctrb1	0
C330018D20Rik	668
Ankrd55	52
Sema3d	1
Wdr82	3032
Slc6a19	0
4933430I17Rik	16
Dao	0
E2f3	254
Usp17lc	0
Zbtb39	15
1810058I24Rik	1986
Klkb1	1
Neurog1	0
Neurod2	11
Hspb1	0
Neb	207
Ptger3	1
Ptcra	0
Pstpip1	5974
Scn1b	8
Slc20a1	1687
Csnk1g2	7343
Gm12348	0
Olfr1333	0
Olfr741	0
Zc2hc1c	13
Rap2c	2952
Nkx2-3	0
Aplf	722
Fam13c	3
Tex33	0
Phospho2	1593
Col20a1	165
Fgd6	682
Ccdc60	2
Trerf1	2802
Ctnnd1	6
Stxbp1	34
Zfp275	1889
Acer2	116
Pdzd4	9
Matn4	0
Scn1a	5
C87198	0
Adh5	7332
Tmcc2	0
Hnrnph3	874
Il1r1	2
Gm3417	0
Odf2	6441
Stx8	2477
S100pbp	874
A930041C12Rik	29
BC051537	0
Nt5c3b	9530
Gpr179	1
2310057J18Rik	0
Gm16157	0
Gtf2ird1	1260
Zfp37	10
Pbx1	5
Lbx2	0
Lbx1	4
Lats1	1427
Lat	31864
Lasp1	9215
Laptm5	129942
Ing1	3675
Actn3	42
Slc9b1	0
Nalcn	3
Mir6981	0
Aadacl3	0
Bglap	0
Klk1b3	0
Cnga1	194
Ccr10	4145
Ccr8	16
Ccr7	2951
Clk4	7637
Lta4h	13434
Tmem116	0
Mast2	1992
Pigv	616
Klrb1a	611
Cabyr	68
Mtif2	1416
Blcap	899
Sgk1	1485
Timp3	0
Sertad1	2756
Bace1	806
Ash2l	4868
Smarcal1	1669
Dusp14	0
Cd248	0
Npy5r	0
Npy1r	0
Cbx5	4376
Bclaf3	2617
Zbtb3	268
Abcc8	0
4930583I09Rik	0
Nr6a1	7
Fut10	288
Tmem200a	0
Rgs7bp	45
Ak7	34
Pold3	3173
Cds2	4824
Armc9	729
Asb10	0
Ppp1r3c	0
Slc22a5	858
1600023N17Rik	14
Dlk1	0
Slc7a7	165
Gm3500	0
Tcf7l2	117
Bcl2l2	7
Anxa4	321
Rgl1	58
Psme3	26562
Tmem19	2247
Mrpl42	2243
Herc4	3376
Aup1	14574
Hadhb	11497
Agbl5	2667
Pvr	888
Zmym2	2236
Mir3084-2	0
Nol8	3690
Anxa6	3712
H60c	4
Sh3gl1	13209
Cpt1c	0
Map2k7	7919
Lrrc73	8
Zfp936	0
Cmip	3213
Dpy30	2816
Gm4710	0
Ect2	0
Rpl31	3201
Insig2	1551
4921509O07Rik	0
Prl7c1	0
Cers3	99
Ldb2	7
Ncoa7	3927
Cmah	2538
Vps13d	274
Adra2b	26
Zfp59	589
Mir802	0
Commd6	1756
Tmem42	1161
Traf7	6828
H2al2b	0
Vmn1r151	0
Mynn	3820
Rab27b	0
E230029C05Rik	1
Olfr1216	0
Olfr1223	0
Olfr1225	0
1700125G02Rik	0
1700045H11Rik	1
Bmp3	0
Il6ra	4
Meis2	0
Kcnd1	25
Kcnc3	0
Tnfrsf18	2888
Foxa3	0
Foxa1	0
Jpt1	21827
Hmgcs2	0
Tnnc1	0
Klra6	0
Serpina3c	0
Klk1b8	0
Gsta1	0
Ankdd1a	1
St3gal2	1362
Tbca	2215
Gm11351	0
Pacsin3	2
Ush1c	0
Hp	0
Ceacam2	4
Slc25a4	10562
Ang	0
Amy1	0
Bgn	0
Mir19b-1	0
Ctnnb1	17380
Ctsl	3640
Ctsd	14527
Sec61g	594
Myh6	0
Pik3c2a	1387
6230400D17Rik	24
4930584F24Rik	1
Lpar5	341
Rnf20	7074
Gm38509	1
Prxl2a	316
4921525O09Rik	1673
Rorb	7
Tbx2	0
Trpc5	0
Fam149b	1243
Pus1	1898
Aldh18a1	6934
Gdi2	15709
Drd4	0
Drd3	0
Dpep1	0
Pkib	104
Crx	0
Dmbt1	3
Epha6	48
Inka2	1
Rhot1	4576
Ncmap	2
Cacfd1	2591
Gm19276	0
Jarid2	18829
St7l	1592
Arhgap15	15733
Mag	0
Zfp467	239
Ranbp17	0
Gm14391	0
Vmn2r89	0
Pecam1	7600
Aldh1l1	114
Stk32c	0
Gm16430	0
Maf1	17583
Lrrc63	0
Krt28	0
Aoc1	0
Itch	5227
Slc30a6	2224
Prmt1	6437
Mpl	0
Rhbdl3	13
Lin54	1182
Ifnz	1
Rpain	1503
Arih2	7507
Osbpl3	544
Cmtm7	16714
Cbfa2t3	133
Senp6	5424
Wdr18	7897
Thap3	1264
Mtpap	4499
Ube2dnl2	0
Peli3	258
Gm5741	0
Defa35	0
Vmn1r90	0
Gm3139	0
Gm39653	0
Zfp169	2107
Gm2721	0
Tmem241	2748
Tcf20	658
Cacnb1	175
H2al1d	0
H2al1c	0
Podn	0
Acr	0
Crhr1	2
Asgr2	2
Tet3	2670
Arhgap33	761
Nrap	1
1700012B07Rik	0
Hoxc5	0
Pianp	146
Lpar6	1354
Rae1	11715
4931406C07Rik	138
Cnep1r1	1512
Snx16	249
Spata17	1
Tbc1d30	883
Asnsd1	3191
Kptn	1455
F9	0
Ankra2	2708
Capzb	31540
Nf2	4268
Pex3	2547
Trim24	1237
Kmt5a	2353
Cep57	3013
Csn1s1	0
Tsc2	4285
Mapk7	3142
Egflam	1
Txk	8316
Adamts13	23
Zfp862-ps	590
D6Ertd474e	3
Gm3020	0
Olfr571	0
Olfr639	0
Olfr622	0
Olfr609	0
Olfr610	0
Dnajb6	7979
Slc26a10	550
Hspa14	10205
Fkbp11	18
Nubp2	6426
Ndrg3	3945
Gbp3	264
Fgfr1	6
Lct	1
Fmo5	276
Fbxw7	1242
D16Ertd519e	0
Septin7	101524
4933409K07Rik	4
Gm14169	7
Gm9926	0
Csf2ra	879
Brd2	17615
Frk	11
Vmn1r202	0
Slc15a2	0
Tmpo	9732
Triml2	0
Abr	3588
Gins4	3003
Med27	2514
Mir1247	0
Tmem254a	0
1700012C14Rik	0
2510003B16Rik	19
1700025J12Rik	0
4930586N03Rik	0
Lin7a	1
Gxylt1	967
Zdbf2	0
Magoh	4049
Tmem175	1746
Alkbh4	2736
Stra8	0
Adad1	0
Golt1a	5
Myl4	0
E030030I06Rik	92
Slc25a25	1742
Srrm1	5602
Lce3e	0
Lrrc56	208
Klhdc3	11720
Slc38a4	0
Tdpoz1	0
Dars2	1809
Tmem218	351
Adnp	6
Parp11	2122
1700010D01Rik	0
Zfp773	984
G3bp1	24669
Stx3	134
Extl3	2697
Dhx16	4783
Tbc1d7	700
Map3k4	2653
Svop	4
Slc27a1	3538
Aqr	7592
Colgalt1	5386
Acap1	40658
Olfr821	0
Zfp687	1901
B3gat1	0
Zmym5	2098
Postn	36
Zbbx	0
Tfdp1	7915
Cct2	22671
Ccng2	6358
Ccnf	318
Kcnc1	223
Vmn1r76	0
Vmn1r80	0
Mir675	0
4933433G15Rik	0
Mitf	13
Pkd1	3699
Mmp20	0
Tcl1b2	0
Rsc1a1	0
Cldn2	0
Cldn1	0
Nfatc1	55790
Tnk2	1718
Pdlim5	4364
Ces2a	0
Tmlhe	963
Ints13	6463
Aak1	4230
Cryz	1384
Hus1	1213
Slc6a17	0
Fkbp2	3
Wbp1	4227
Cdk2	4697
Mylpf	646
Lxn	561
A330093E20Rik	0
Nup88	6808
Ggps1	4777
Rbp7	0
Mir6407	0
Mkrn2os	3
Usp17le	2
Tmem250-ps	422
Ate1	2151
Papss1	2150
Pi4kb	4475
Gid8	1578
Tll2	0
Mir7005	0
Mir6413	0
Cacna1c	6
Zdhhc23	1
Vdr	126
Vcp	42990
Hsd3b7	128
Fezf1	0
Ppp1r11	4038
Brk1	9944
Mir130b	7
C9orf72	299
Zfp202	606
Ube2w	3079
Mir7688	0
Kif20a	558
Gm10471	1
Gm45871	845
Dph3	1507
Ankrd31	0
Mir323	0
Mirlet7f-1	0
Mir677	20
Gm4961	1
Stard8	0
Tjp2	1808
Fchsd2	2099
Mphosph6	1793
Hcrtr2	5
Gabra4	0
Fubp1	21170
Bdnf	0
Hnrnpab	53974
Oprl1	13
Rad1	1719
Sox17	9
Ovol3	0
Obsl1	2
Bmf	272
Mcts1	4145
Ccpg1	5483
Dnajb2	896
Nthl1	216
Mir8099-2	0
Kcnip4	43
Pkm	117502
Tssk4	52
Apbb1	107
Mphosph9	2677
Immt	11482
Prlr	7
Enpp1	4198
Pmepa1	383
Mtrr	2844
Csf3r	0
Sumo3	12607
Hipk1	2197
Brd8	8048
Tmem63c	1
Apool	2346
Ppt2	992
Pbx3	98
Plpp2	235
Kmt2b	1254
Cma1	0
Esp1	0
Fmo4	0
Kctd9	1502
Dusp28	503
Lax1	9958
Ikzf5	1505
Actn1	296
Rps19bp1	2365
Slc16a13	512
Zranb1	1231
Tom1l2	1413
Pex10	989
Rad52	1235
Traf3	1806
Hsp90b1	34268
Nrg1	1
Ralbp1	8033
Arhgef2	10109
Fip1l1	6887
Smco1	1
Tada2b	201
Wbp2	8326
Matn3	0
Gpr158	3
Gm8363	0
Apaf1	730
Grb7	72
Aqp4	1
Mon1b	954
Dipk2b	0
Enox2	766
Kcnma1	37
Haghl	1789
Orc6	1714
Ube2dnl1	0
Camsap1	699
Dst	214
Usp29	8
Slc30a4	1896
Slc2a12	0
Cdk10	2293
Hnrnpr	9001
Wdr37	1915
Tfpt	1496
Polg	7832
1700010K23Rik	0
Cyba	2808
Slc26a2	892
Epyc	0
Dsg2	0
Htr7	0
Vldlr	5
Smarca2	1469
Ptprk	70
Cpne9	1
Gnas	25485
Rpusd4	2397
Ppp6r2	1191
Irak2	128
Msrb2	1000
Knl1	145
Clec4a3	1
6030458C11Rik	5011
Smim10l1	2655
Rerg	123
Rit1	1924
Pcgf2	1
Apol9b	151
Pum2	2002
