geneName	BALBc_rep2
4930509K18Rik	0
Zxdb	26
Alas2	0
Fiz1	3148
Doxl1	0
Serpinh1	0
Vmn2r65	0
Myh3	0
Grm5	0
Apol7e	1
Vill	0
1700123O12Rik	0
Ins2	0
Wnk1	3404
Tex14	1
Zbtb37	233
Egfem1	6
Eya1	1
Adgrg2	0
Nkain3	0
Cd2bp2	4294
Sapcd2	123
Kcng2	0
Tecr	6856
Asmt	0
Tfg	4050
Gm12530	0
A930017M01Rik	0
Trpm3	1
Trpc4	0
Gm14296	0
Mtarc2	4906
Itih5	6318
Adcy4	1
Mical1	7562
Zc3hav1l	491
Lrch4	0
Gbp5	0
Wnk2	68
Sec22a	334
Ahsa2	2937
Tfeb	3
Tgm1	0
Dynlt1f	84
D7Ertd443e	0
Tlcd2	3
Bend5	1653
Cbwd1	117
Lrch2	0
Zdhhc6	1851
Cbx3	1560
Fndc4	0
Slc25a28	494
Gbp4	14100
Cdkl3	11
Mir6410	0
Etfrf1	489
Gm10549	0
Atn1	91
Zfp111	0
Sema3b	1
Rbm43	1011
S100a3	0
Kif18b	0
Hsh2d	527
Sgsm2	283
Sem1	2708
Shd	0
Lcp1	209069
H2-Q7	0
Gjb5	0
Rnps1	3645
Gpr83	414
Cyp2d9	0
Rab23	129
Ext2	9315
Scin	1
Clec11a	55
Scg2	0
Map7d2	0
Tectb	0
Spata3	0
Ola1	2758
Lrrc46	1
Tmigd3	0
Dpep2	46
Slc25a51	4827
Ubald2	0
6720489N17Rik	0
Zfp703	227
Slc35g2	0
Clasp2	4006
Pak6	56
Smim19	719
Heph	0
Rhox2a	0
Cd209b	0
Prame	0
Mgam	1
Sh3d19	34
Dab2	0
Arhgap44	0
Ppp1r32	0
Tead3	0
Ctps2	5995
Gps1	9755
Cdh16	0
Shmt2	13920
Ncor1	12430
Dhrs3	3
Rs1	0
Rps7	5771
Klk5	0
Gm4719	0
D030068K23Rik	0
Gm21828	0
Gm15880	0
4930547E08Rik	0
Mpig6b	0
Lgi1	633
Cep131	1367
Masp1	0
Ascl1	0
Mas1	1
Mapkapk2	5737
Ppp2r5c	10815
Mir450b	0
Gm3448	0
Tbc1d21	0
Olfr125	0
Olfr113	0
Olfr122	0
Commd4	4353
Them5	0
Utp23	642
Ppcs	3610
Mrpl19	1986
Hormad1	0
Tctn2	0
Tppp3	0
Ooep	0
U2surp	5666
Foxi1	0
Plekhj1	3168
Mir344-2	0
Mir465b-2	0
Mir465b-1	0
Cux1	10762
Gm45927	0
Mpv17	419
Ankrd23	1154
Hsf3	0
Radil	0
Gm10653	54
Tubb2a-ps2	2
Nanog	0
Nit1	2764
Rnf25	872
Tmem33	2222
Slc6a18	0
Cd300lg	0
Osgin1	0
1110017D15Rik	0
Krtap21-1	0
Olfr1215	0
Snora65	532
Olfr282	0
Olfr92	0
Olfr1241	0
Olfr1231	0
Olfr693	0
Olfr694	0
Nfix	0
Evi2b	0
Stk35	1312
Pex26	119
Stard7	6572
Stat5b	28325
Ubac1	2916
Stat5a	4587
Eva1c	0
Dab1	2
Gpx6	0
Clba1	2
Ifi27l2b	0
Mical3	0
Gm10516	0
Cilk1	522
Slc38a10	8561
Zfp451	1965
Bloc1s4	1072
Abhd17c	509
Acad10	473
Snx10	430
Sh2d4a	1
Metrn	22
Rab43	2519
Abcb8	1320
D14Ertd670e	0
Optn	0
Sidt2	15483
Pum1	8507
Oxr1	800
Gm11545	0
Cyp3a59	0
Zfat	1196
4933402J10Rik	0
Mecp2	2645
Efcab12	0
Klrb1	0
Gnb1l	632
Ap1b1	16579
Gm14308	0
Tbc1d4	3
B4galnt1	7327
Nat8f7	0
Oxtr	1
Prickle2	0
Gm2381	0
Gpr161	0
Gm4297	0
Gm2030	0
Gm5934	0
Gm10488	0
Carmil1	11
Mir3059	0
Myo1b	0
Rngtt	3859
Larp4b	6707
Sh2b3	4122
Gm7827	0
Ap4s1	869
Ntng2	0
Stk26	13764
LOC666331	0
Mir297a-4	0
Mir6974	0
Ubap2l	23406
Tsen34	2591
Sct	0
Nup98	1411
Nbr1	4912
Fen1	5077
Xpo6	11154
Bak1	142
Mybl2	1
Vamp2	4429
Vamp1	10121
Ahi1	2620
Arpc4	18270
Ackr2	0
Agxt	0
Vps8	761
H2-Ob	642
Mapk10	6
Pccb	1392
Bpgm	3063
2310057M21Rik	906
Ubr7	5507
Grifin	0
Lbh	743
Hspa13	4509
Tspyl4	3416
Atp12a	2
Cutc	499
Sprtn	270
Prkd2	13810
Proz	0
Ube2d2a	4778
Tdo2	0
Sult1b1	0
Polr3k	4404
Tsc22d4	16133
Asb3	1121
Mmp10	0
Gm14819	0
Wdr72	0
Eefsec	2974
Ccdc57	1
Arhgap4	8398
Mtf2	14101
Cxxc5	1923
Nmnat3	360
St3gal6	1
Rock1	8133
Atpif1	1487
Hyal1	237
Kitl	0
Krba1	3459
Gm4303	0
Pik3cd	19690
Gm16405	0
Nfe2l1	4873
Btbd6	3842
Gm16381	0
Lpp	56
Gucy2d	0
Wac	8609
Setdb1	5701
Chn2	16974
Rnpep	4456
Pcdh15	0
Kcnt1	0
2810459M11Rik	0
Gm10548	28
Yars2	1139
Nudt12os	0
Fam49b	9059
Gm15093	0
Cacna1g	0
Bcar1	0
Crhr2	0
Iapp	0
Elavl4	0
Gm19466	0
Gm4262	0
4930556M19Rik	1
1700026F02Rik	0
Mir7006	0
Kdm6a	7014
Mettl1	833
Aanat	0
Dnajc2	5397
Mid1	25
Bcl11a	0
Tpx2	2
1700001G11Rik	0
Mad2l1bp	2071
Tars2	5014
Mrps34	1532
Pycard	1440
Ints12	956
Mybphl	0
Trnau1ap	2111
Krt20	0
Rreb1	1087
Ipcef1	9301
Gnpda1	362
Ksr1	392
Thbs3	5
Sart1	11418
Cuta	1588
Syt17	0
Amdhd2	1188
Dgkk	0
Gprasp1	762
Zfp7	2756
Fam178b	58
Syce2	317
Tekt4	0
Ccl21d	0
Vezt	237
Stil	0
Tbl2	2219
Rrm2	1029
St6galnac2	8
St3gal1	260
Zfp317	2528
Pdia6	21875
Mrpl1	798
Dcaf7	4813
Pdilt	0
Fendrr	0
Ccdc163	221
2410004B18Rik	1579
Disp3	0
Ccdc34	21
Rabggtb	2001
Mir17	0
Pex11b	2289
Dand5	388
Mir22hg	0
Mir467a-4	0
AU019990	0
Mrps12	1212
Exoc1	764
4933417G07Rik	0
Gm10649	0
Nkx6-2	0
Lrrc75a	0
Slc23a2	3531
Atg13	4816
Gm13289	0
Setd2	9335
Nhsl1	457
Ctsj	1
Cops7a	4202
Cops6	6389
Rpl21	4079
Derl3	179
Kctd18	935
D330050G23Rik	0
Inppl1	937
Trp63	0
Mocs2	2003
Rnf34	4862
Ttc39a	0
Tmc7	0
Nkd2	0
Matn2	0
Tmub1	256
Folh1	0
Stk32b	0
Sdf2l1	2903
Ulk2	418
Rhbg	0
Gm14204	0
Gm19277	0
Mir6404	0
Ralgps2	782
Vmn2r95	0
Tiam1	284
Ypel1	1617
Klhl22	2156
Ndrg2	796
Man2c1	1420
Gm14430	0
Setd6	1997
Sis	7
Porcn	1
Gm12250	1
Satb2	0
Mark3	2201
Itgb3	304
Zkscan3	5923
Ripk4	0
Pde1a	0
Enpp4	2432
Gimap8	1018
Igsf1	0
Fbf1	3030
Atraid	1437
Mir496b	0
Dock9	2046
Wdr76	256
Crtac1	0
Gm38402	0
Paqr7	1660
Phf23	4374
Ms4a8a	0
Olfr1053	0
Tpm1	4091
Gramd4	17673
Polk	1016
Syne1	1708
Dbi	807
Daxx	4215
Cyp1a1	0
Cyp11b2	1
Cyp46a1	0
Oog3	0
Eif4ebp3	485
Mprip	1522
Mir6411	0
Grin3a	1
Epc1	2981
Dnm1l	7671
Exoc3l4	0
Ccdc121	0
Defb21	0
Klk1	0
Rfc1	2554
Rbp4	0
Rbp1	0
Gm1553	0
Esp16	0
Zfp850	5
Tnip1	3798
Smarcd1	3753
Kis2	0
Lpcat1	1040
Dnm1	0
Secisbp2l	3884
Rragd	395
Lrp8	174
Hsf4	0
Ampd3	629
Mgst2	1715
Sh3bp1	8143
Usf1	6764
Wdr44	865
Adamts10	4778
Col26a1	0
C2cd6	0
Gm27775	0
Mir24-1	0
Itpa	1221
Gm2026	0
Rint1	1760
Vasp	13012
Pla2g4a	0
Igfbp7	0
Gdf5	0
Rgl2	5619
Ptpra	3292
Rabggta	1521
Ccdc186	648
Slc16a11	0
Timm10b	2453
Arvcf	522
Syt8	0
Kcnj15	0
Palld	389
Csde1	10897
Dctn6	5969
Slc26a1	0
Fgd4	0
Tpk1	1
Mgme1	721
St7	535
Azin2	0
Rgs21	0
Ddit3	1476
Ltbp1	0
Cc2d2a	0
Dmp1	0
Gpr135	0
Ffar4	0
Aida	627
Mir6418	0
A730020M07Rik	0
Homer3	944
Hint3	111
Etfdh	3506
Alg6	413
Slc44a5	0
Tspan2	17
Rufy3	301
Als2	2468
Vgll1	0
Nus1	1309
Cttnbp2nl	0
Adamts18	2
Il19	0
Asb18	0
Mettl18	273
Zfp819	0
Tm4sf1	0
Ubap1	2919
1700049E22Rik	0
A730008H23Rik	1
Iqch	0
Slc2a4rg-ps	715
Retreg1	4717
A330048O09Rik	0
Fhl1	0
Npbwr1	0
Hnrnpf	19794
Sfxn4	429
Sfxn3	8477
2310057N15Rik	0
Camsap2	2339
A930033H14Rik	5
Psmc5	9189
Fli1	88
Peg12	0
Mlip	0
Ptx4	0
Cldn10	78
Rad18	781
Mrpl53	1606
Tspan11	0
H2al2a	0
Nadsyn1	1748
Trim42	0
Lrrc40	2256
Spag16	0
Gvin1	0
Hmx1	0
Cxcl11	0
4933439C10Rik	355
Pdcd4	5352
Pik3c2g	0
Krtap4-9	0
Zeb2	29
BC031181	5293
Scrt2	0
Cyp39a1	1
Rpap3	928
Iltifb	0
Pmfbp1	3
Armcx3	1609
Ccdc153	0
Lama1	4
Fanca	0
Naa30	1812
Ovch2	0
Nkg7	452
Rap1gap	0
Chchd6	278
Olfr78	0
Zfp57	0
Rapgef4	3
Zbed4	792
Gtf2h3	5183
Fcgrt	1
Mapk1	20255
Ahcyl1	7797
Cox7b2	2
Rgs17	0
Mzf1	0
Cdk2ap1	76
Adam34	0
Srcin1	0
Nphs1	0
Tsnaxip1	0
Phyh	1761
Vdac1	7180
Grb2	7924
Pax7	0
Elane	0
Zcchc18	405
Smarcd3	36
Khdc3	0
Rab5a	1419
Slc25a23	624
Mir6975	0
Olfr15	0
Cd68	136
Sh3kbp1	14353
Mir6980	0
Mir6976	0
Pan3	781
4930550C14Rik	0
Cobll1	343
Tmsb15a	0
Prl3c1	0
Dguok	3278
Rpl3	22822
Cntn6	9
Ap1ar	1684
Barhl1	1
Fmn2	5
Srfbp1	3723
Actrt2	0
Ccdc30	140
Myl12a	9220
Stard3nl	1741
Xaf1	302
Kansl2	9007
Otub1	3084
C2cd5	4317
Capza1	15035
Asap1	6964
Alyref	5993
Prkacb	11956
A630077J23Rik	0
Scyl2	1929
1700095B10Rik	0
Gm12505	0
Fhad1os1	0
Rgs19	5435
LOC100125594	0
AY702102	0
Ctbp1	10055
Txndc16	1212
Oxt	7
Mfap2	407
Strit1	0
Ncor2	1232
Slxl1	0
Avpr1b	0
Gm20556	3
4930452N14Rik	0
Fam229a	0
Skint3	0
Ckm	16
Ncan	4
A830082K12Rik	0
Ablim2	57
Fgf1	0
Armt1	2046
Ncbp3	1310
Slc15a3	0
Ccnc	2109
Atp2a3	18077
2810004N23Rik	2720
Rwdd1	3060
Grtp1	600
Podxl	0
A330076C08Rik	0
4930532M18Rik	0
Zfp617	427
C1ql1	0
Bpnt1	990
Ube3a	5396
Ubb	73078
Tyr	0
Nob1	5725
Med21	1088
Sostdc1	0
Ftsj3	7544
Gdpd3	86
Tjap1	1256
Mrps7	3188
Stau2	1
Paqr5	0
Mir6940	0
Mir6939	0
Mir6942	8
Clasp1	2322
Rbm10	10129
Mrgprd	0
Slc41a3	226
Flot2	3172
Ccnyl1	306
Ecm1	7177
Cd82	9570
Anks1	1747
Syt6	13
Gm20609	0
Dnmt3a	2327
Mpv17l	0
Pde4dip	4763
Pomgnt2	0
Mir6406	0
Ankrd10	21421
4930504C09Rik	0
Nsg1	1
Prkar1b	7
Tmem159	0
Thumpd1	10010
Brdt	124
Adgrv1	6
Ctu1	821
Cpa5	0
Ube2m	1486
Ccdc136	0
Mrps35	1588
Gpr84	0
Eva1a	0
Pcdhgb8	0
Znf41-ps	222
Tmem141	0
Rsph6a	0
Thy1	8
Thrb	54
Thpo	3
Adam17	3427
Prap1	0
Uox	0
Patl2	238
Tmem86a	594
Plce1	0
Gpr21	0
Olfr518	0
Olfr420	0
Olfr1340	0
Aknad1	0
Pde2a	31087
Rhbdf2	925
Mtmr11	0
Rps27l	1324
Ppa1	3289
Mfap3l	0
Ifi30	22
Cpvl	0
Nipbl	3873
Rbm12b1	296
1700029P11Rik	0
Defa29	0
1810012K16Rik	0
Ascl5	0
Nox4	0
Eral1	1428
Insm2	0
Nqo2	948
4930526I15Rik	397
4930511M06Rik	0
1110038B12Rik	276
1110020A21Rik	0
Angel2	2368
Cpeb3	0
Armh3	537
Dhx30	8774
Marchf1	0
Efemp2	1
Mmaa	2
4933406K04Rik	0
Npy4r	0
Raet1b	0
Gpr12	0
Cstf2	3584
Hap1	2779
Gabra6	1
Ugt1a1	0
Ormdl2	531
Tec	446
Tom1	526
Sgpl1	1798
Ang5	0
Hvcn1	732
1700109H08Rik	66
Nmrk2	0
Pi4k2b	662
Rtn4ip1	1036
Sdr42e1	0
Ahctf1	2023
Stk31	2
Ctrb1	0
C330018D20Rik	1456
Ankrd55	54
Sema3d	0
Wdr82	3159
Slc6a19	0
4933430I17Rik	0
Dao	1
E2f3	24
Usp17lc	0
Zbtb39	8
1810058I24Rik	1924
Klkb1	0
Neurog1	0
Neurod2	0
Hspb1	0
Neb	34
Ptger3	0
Ptcra	0
Pstpip1	4135
Scn1b	0
Slc20a1	557
Csnk1g2	5884
Gm12348	0
Olfr1333	0
Olfr741	0
Zc2hc1c	39
Rap2c	1869
Nkx2-3	0
Aplf	1345
Fam13c	1
Tex33	1
Phospho2	1387
Col20a1	702
Fgd6	227
Ccdc60	0
Trerf1	1045
Ctnnd1	2
Stxbp1	0
Zfp275	1410
Acer2	0
Pdzd4	0
Matn4	0
Scn1a	0
C87198	0
Adh5	6240
Tmcc2	5
Hnrnph3	471
Il1r1	5
Gm3417	0
Odf2	6410
Stx8	1382
S100pbp	655
A930041C12Rik	42
BC051537	0
Nt5c3b	4999
Gpr179	85
2310057J18Rik	0
Gm16157	0
Gtf2ird1	4276
Zfp37	0
Pbx1	0
Lbx2	0
Lbx1	0
Lats1	1068
Lat	21426
Lasp1	7932
Laptm5	114735
Ing1	4374
Actn3	0
Slc9b1	0
Nalcn	6
Mir6981	0
Aadacl3	0
Bglap	0
Klk1b3	0
Cnga1	40
Ccr10	4386
Ccr8	0
Ccr7	3440
Clk4	8507
Lta4h	9792
Tmem116	2
Mast2	2940
Pigv	1268
Klrb1a	126
Cabyr	1
Mtif2	251
Blcap	1537
Sgk1	1975
Timp3	0
Sertad1	1851
Bace1	728
Ash2l	2841
Smarcal1	1501
Dusp14	0
Cd248	0
Npy5r	0
Npy1r	0
Cbx5	4221
Bclaf3	1733
Zbtb3	17
Abcc8	0
4930583I09Rik	0
Nr6a1	0
Fut10	1
Tmem200a	0
Rgs7bp	0
Ak7	0
Pold3	1608
Cds2	4097
Armc9	716
Asb10	0
Ppp1r3c	0
Slc22a5	2479
1600023N17Rik	117
Dlk1	85
Slc7a7	503
Gm3500	0
Tcf7l2	382
Bcl2l2	1
Anxa4	2
Rgl1	1
Psme3	26806
Tmem19	1609
Mrpl42	1333
Herc4	5600
Aup1	10517
Hadhb	10484
Agbl5	2077
Pvr	573
Zmym2	2596
Mir3084-2	0
Nol8	2883
Anxa6	5550
H60c	0
Sh3gl1	9560
Cpt1c	0
Map2k7	7380
Lrrc73	0
Zfp936	0
Cmip	1940
Dpy30	1664
Gm4710	3
Ect2	352
Rpl31	1960
Insig2	1361
4921509O07Rik	0
Prl7c1	0
Cers3	0
Ldb2	0
Ncoa7	2913
Cmah	1687
Vps13d	406
Adra2b	6
Zfp59	1202
Mir802	0
Commd6	1391
Tmem42	888
Traf7	4801
H2al2b	0
Vmn1r151	0
Mynn	1596
Rab27b	0
E230029C05Rik	0
Olfr1216	0
Olfr1223	0
Olfr1225	0
1700125G02Rik	0
1700045H11Rik	5
Bmp3	0
Il6ra	0
Meis2	0
Kcnd1	0
Kcnc3	0
Tnfrsf18	841
Foxa3	0
Foxa1	0
Jpt1	20834
Hmgcs2	0
Tnnc1	0
Klra6	0
Serpina3c	0
Klk1b8	1
Gsta1	0
Ankdd1a	0
St3gal2	1116
Tbca	993
Gm11351	0
Pacsin3	0
Ush1c	0
Hp	0
Ceacam2	0
Slc25a4	10121
Ang	0
Amy1	0
Bgn	0
Mir19b-1	0
Ctnnb1	15948
Ctsl	1781
Ctsd	15649
Sec61g	259
Myh6	0
Pik3c2a	1358
6230400D17Rik	56
4930584F24Rik	0
Lpar5	12
Rnf20	5199
Gm38509	0
Prxl2a	263
4921525O09Rik	1651
Rorb	0
Tbx2	0
Trpc5	3
Fam149b	409
Pus1	1129
Aldh18a1	6252
Gdi2	12205
Drd4	0
Drd3	0
Dpep1	0
Pkib	1
Crx	0
Dmbt1	0
Epha6	1
Inka2	36
Rhot1	2932
Ncmap	0
Cacfd1	3131
Gm19276	0
Jarid2	18794
St7l	1238
Arhgap15	11164
Mag	0
Zfp467	1
Ranbp17	0
Gm14391	0
Vmn2r89	0
Pecam1	4055
Aldh1l1	0
Stk32c	0
Gm16430	0
Maf1	12351
Lrrc63	0
Krt28	0
Aoc1	0
Itch	2917
Slc30a6	1998
Prmt1	3560
Mpl	0
Rhbdl3	1
Lin54	164
Ifnz	0
Rpain	779
Arih2	6595
Osbpl3	87
Cmtm7	11376
Cbfa2t3	0
Senp6	4944
Wdr18	5712
Thap3	472
Mtpap	3696
Ube2dnl2	0
Peli3	129
Gm5741	0
Defa35	0
Vmn1r90	0
Gm3139	0
Gm39653	0
Zfp169	356
Gm2721	0
Tmem241	765
Tcf20	1007
Cacnb1	0
H2al1d	0
H2al1c	0
Podn	0
Acr	0
Crhr1	0
Asgr2	0
Tet3	2409
Arhgap33	2407
Nrap	8
1700012B07Rik	0
Hoxc5	0
Pianp	37
Lpar6	861
Rae1	10914
4931406C07Rik	2
Cnep1r1	284
Snx16	210
Spata17	0
Tbc1d30	142
Asnsd1	822
Kptn	1225
F9	0
Ankra2	888
Capzb	26106
Nf2	4677
Pex3	2017
Trim24	2382
Kmt5a	2531
Cep57	3846
Csn1s1	0
Tsc2	2450
Mapk7	4632
Egflam	4
Txk	4951
Adamts13	15
Zfp862-ps	1218
D6Ertd474e	0
Gm3020	0
Olfr571	0
Olfr639	0
Olfr622	0
Olfr609	0
Olfr610	0
Dnajb6	7143
Slc26a10	887
Hspa14	8149
Fkbp11	119
Nubp2	3902
Ndrg3	5441
Gbp3	30
Fgfr1	3
Lct	0
Fmo5	822
Fbxw7	1410
D16Ertd519e	0
Septin7	83638
4933409K07Rik	7
Gm14169	0
Gm9926	1
Csf2ra	681
Brd2	10243
Frk	0
Vmn1r202	0
Slc15a2	0
Tmpo	7649
Triml2	0
Abr	3658
Gins4	2158
Med27	2416
Mir1247	0
Tmem254a	0
1700012C14Rik	0
2510003B16Rik	6
1700025J12Rik	0
4930586N03Rik	0
Lin7a	0
Gxylt1	926
Zdbf2	0
Magoh	2071
Tmem175	1787
Alkbh4	1365
Stra8	0
Adad1	0
Golt1a	0
Myl4	0
E030030I06Rik	47
Slc25a25	556
Srrm1	6213
Lce3e	0
Lrrc56	139
Klhdc3	9449
Slc38a4	0
Tdpoz1	0
Dars2	684
Tmem218	543
Adnp	2
Parp11	1470
1700010D01Rik	0
Zfp773	1505
G3bp1	23968
Stx3	36
Extl3	3494
Dhx16	3880
Tbc1d7	346
Map3k4	1366
Svop	0
Slc27a1	2813
Aqr	3390
Colgalt1	5303
Acap1	35396
Olfr821	0
Zfp687	1199
B3gat1	0
Zmym5	2915
Postn	2
Zbbx	0
Tfdp1	10193
Cct2	20742
Ccng2	3000
Ccnf	584
Kcnc1	327
Vmn1r76	0
Vmn1r80	0
Mir675	0
4933433G15Rik	0
Mitf	8
Pkd1	3902
Mmp20	0
Tcl1b2	0
Rsc1a1	0
Cldn2	0
Cldn1	0
Nfatc1	45559
Tnk2	3229
Pdlim5	3465
Ces2a	0
Tmlhe	1084
Ints13	4874
Aak1	5802
Cryz	1633
Hus1	406
Slc6a17	0
Fkbp2	0
Wbp1	1942
Cdk2	4917
Mylpf	112
Lxn	813
A330093E20Rik	0
Nup88	6952
Ggps1	2030
Rbp7	0
Mir6407	0
Mkrn2os	0
Usp17le	0
Tmem250-ps	540
Ate1	3398
Papss1	1813
Pi4kb	4897
Gid8	2115
Tll2	0
Mir7005	0
Mir6413	0
Cacna1c	0
Zdhhc23	14
Vdr	0
Vcp	31760
Hsd3b7	310
Fezf1	0
Ppp1r11	3235
Brk1	7804
Mir130b	0
C9orf72	0
Zfp202	517
Ube2w	2841
Mir7688	0
Kif20a	1421
Gm10471	0
Gm45871	428
Dph3	713
Ankrd31	0
Mir323	0
Mirlet7f-1	0
Mir677	0
Gm4961	0
Stard8	0
Tjp2	818
Fchsd2	3887
Mphosph6	1088
Hcrtr2	0
Gabra4	0
Fubp1	22586
Bdnf	0
Hnrnpab	47037
Oprl1	0
Rad1	1224
Sox17	0
Ovol3	0
Obsl1	0
Bmf	0
Mcts1	2901
Ccpg1	5841
Dnajb2	525
Nthl1	149
Mir8099-2	0
Kcnip4	0
Pkm	114101
Tssk4	49
Apbb1	0
Mphosph9	2702
Immt	6949
Prlr	0
Enpp1	2677
Pmepa1	225
Mtrr	3778
Csf3r	1
Sumo3	9277
Hipk1	1440
Brd8	8820
Tmem63c	0
Apool	1075
Ppt2	824
Pbx3	1
Plpp2	280
Kmt2b	2890
Cma1	0
Esp1	0
Fmo4	0
Kctd9	756
Dusp28	165
Lax1	8441
Ikzf5	444
Actn1	150
Rps19bp1	897
Slc16a13	2
Zranb1	498
Tom1l2	1389
Pex10	433
Rad52	921
Traf3	2480
Hsp90b1	32378
Nrg1	0
Ralbp1	8529
Arhgef2	9965
Fip1l1	5831
Smco1	1
Tada2b	5
Wbp2	5376
Matn3	0
Gpr158	1
Gm8363	0
Apaf1	2679
Grb7	26
Aqp4	0
Mon1b	846
Dipk2b	0
Enox2	491
Kcnma1	0
Haghl	666
Orc6	834
Ube2dnl1	0
Camsap1	268
Dst	578
Usp29	0
Slc30a4	1646
Slc2a12	0
Cdk10	1401
Hnrnpr	5482
Wdr37	1501
Tfpt	1504
Polg	7646
1700010K23Rik	0
Cyba	2998
Slc26a2	1304
Epyc	0
Dsg2	0
Htr7	1
Vldlr	0
Smarca2	3210
Ptprk	4
Cpne9	0
Gnas	20555
Rpusd4	2361
Ppp6r2	2248
Irak2	0
Msrb2	989
Knl1	2
Clec4a3	2
6030458C11Rik	3437
Smim10l1	3389
Rerg	0
Rit1	1429
Pcgf2	222
Apol9b	0
Pum2	1976
Pcdh11x	0
Gm8439	0
Gm7616	1
Scoc	217
Ptger4	1525
Ptpn21	2
Serpinb9c	0
